username,seek_video#num,play_video#num,pause_video#num,stop_video#num,load_video#num,problem_get#num,problem_check#num,problem_save#num,reset_problem#num,problem_check_correct#num,problem_check_incorrect#num,click_forum#num,create_thread#num,create_comment#num,delete_thread#num,delete_comment#num,close_forum#num,click_courseware#num,close_courseware#num
0.0,18.0,22.375,15.0,3.125,14.625,8.5,3.25,0.25,0.25,1.125,2.125,0.25,0.0,0.0,0.0,0.0,0.0,4.625,20.625
1.0,0.0,7.5,3.5,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
10.0,3.5,10.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0
100.0,0.0,0.0,0.0,0.0,1.6,6.4,5.8,0.0,0.0,4.8,1.0,0.8,0.2,0.8,0.0,0.0,0.0,7.4,8.8
1000.0,0.0,0.5,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
10000.0,4.5,5.0,2.0,0.0,5.5,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5
10001.0,8.11111111111111,20.666666666666668,31.11111111111111,8.555555555555555,11.333333333333334,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.88888888888889
10002.0,82.0,92.5,109.5,42.0,99.5,64.0,21.0,1.5,0.0,19.0,2.0,13.5,0.5,2.5,0.0,0.5,0.0,153.5,96.5
10003.0,4.25,9.25,11.25,4.75,8.25,7.0,7.0,0.0,0.0,4.0,3.0,0.25,0.25,0.0,0.0,0.0,0.0,7.0,11.25
10004.0,3.6,3.2,2.2,0.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0
10005.0,0.0,1.0,2.75,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.25
10006.0,2.8,11.4,25.8,9.0,15.2,8.0,4.2,0.6,0.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,5.2
10007.0,1.2,1.2,3.4,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.4,2.6
10008.0,4.5,2.75,6.75,0.75,6.5,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.75,5.25
10009.0,2.7777777777777777,16.0,16.0,3.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.777777777777778
1001.0,24.666666666666668,53.66666666666666,49.333333333333336,7.333333333333333,17.333333333333332,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,44.66666666666666,28.0
10010.0,9.666666666666666,82.66666666666667,93.0,12.666666666666666,29.0,23.33333333333333,16.0,0.3333333333333333,0.0,12.333333333333334,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,51.0,27.666666666666668
10011.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0
10012.0,1.875,6.625,9.0,1.5,45.125,87.25,45.0,0.375,0.625,24.625,19.875,6.0,0.125,0.0,0.0,0.0,0.0,92.875,77.625
10013.0,0.0,2.0,1.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10014.0,0.6666666666666666,7.0,4.333333333333333,18.33333333333333,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,6.333333333333333
10015.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016.0,5.5,5.5,4.5,2.0,4.5,2.0,4.5,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
10017.0,13.333333333333334,41.0,39.333333333333336,14.333333333333334,34.0,3.333333333333333,4.333333333333333,1.0,0.0,2.6666666666666665,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.6666666666666665,25.33333333333333
10018.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10019.0,3.5,21.0,19.0,12.0,16.0,7.5,13.0,0.0,0.0,4.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1002.0,0.0,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10020.0,13.0,61.5,86.0,18.5,28.0,1.0,1.0,1.0,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,51.5,15.5
10021.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,3.5,0.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10022.0,0.6,3.2,7.8,1.2,6.0,10.4,6.6,0.0,0.0,5.4,1.4,2.6,0.0,0.6,0.0,0.0,0.0,17.4,9.4
10023.0,101.5,138.0,125.5,20.0,55.0,41.5,41.0,1.5,0.0,23.5,17.5,7.0,0.0,2.5,0.0,0.0,0.0,111.5,7.5
10024.0,8.25,20.75,21.75,2.5,8.0,2.5,0.0,0.0,0.0,1.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,13.5,4.0
10025.0,0.0,8.5,11.5,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0
10026.0,47.5,9.0,4.5,0.0,8.5,22.0,20.0,0.0,0.0,14.5,5.5,0.0,0.0,0.5,0.0,0.0,0.0,2.5,13.5
10027.0,10.75,41.75,61.5,42.5,65.5,45.75,36.75,0.5,0.0,34.25,2.25,0.5,0.0,0.0,0.0,0.0,0.0,112.25,36.5
10028.0,0.0,9.0,2.0,0.0,8.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
10029.0,25.8,84.6,122.4,2.8,25.6,1.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.4
1003.0,0.3333333333333333,1.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
10030.0,21.5,136.0,245.0,86.0,236.0,65.0,74.0,2.0,0.0,70.5,3.5,5.0,0.0,2.5,0.0,0.5,0.0,320.0,153.0
10031.0,12.0,31.352941176470587,39.294117647058826,3.647058823529412,17.647058823529413,27.647058823529413,13.705882352941176,1.1176470588235294,0.0,6.294117647058823,7.352941176470588,1.6470588235294117,0.1764705882352941,0.0,0.0,0.0,0.0,32.8235294117647,24.705882352941178
10032.0,13.666666666666666,24.0,36.0,2.6666666666666665,16.666666666666668,38.333333333333336,11.666666666666666,0.0,0.0,8.666666666666666,4.333333333333333,14.0,0.0,0.6666666666666666,0.0,0.0,0.0,93.66666666666669,42.333333333333336
10033.0,23.5,57.0,71.0,5.5,18.0,60.5,97.0,0.0,0.0,45.0,51.5,2.0,0.0,0.0,0.0,0.0,0.0,51.0,25.5
10034.0,10.0,46.0,49.0,3.5,9.0,7.0,4.0,0.5,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,24.5,13.5
10035.0,24.5,27.0,46.0,6.5,19.5,7.0,2.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,22.0
10036.0,2.0,2.333333333333333,2.0,1.0,2.0,10.0,4.333333333333333,0.6666666666666666,0.0,3.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.666666666666666
10037.0,40.333333333333336,44.333333333333336,72.66666666666667,8.666666666666666,31.666666666666668,36.0,34.0,0.0,0.0,19.0,15.0,15.333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,123.66666666666669,57.66666666666666
10038.0,5.875,38.5625,41.5625,4.5625,17.5625,0.125,0.25,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,12.1875,6.25
10039.0,29.33333333333333,43.333333333333336,74.33333333333333,27.666666666666668,41.0,42.66666666666666,50.333333333333336,1.6666666666666667,0.0,45.333333333333336,5.0,2.6666666666666665,0.0,1.0,0.0,0.0,0.0,99.66666666666669,51.0
1004.0,6.0,6.5,5.5,2.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
10040.0,6.0,9.0,15.333333333333334,3.333333333333333,6.333333333333333,43.333333333333336,4.333333333333333,12.0,0.0,11.333333333333334,11.0,3.333333333333333,0.0,1.0,0.0,0.0,0.0,20.0,9.0
10041.0,66.5,68.0,125.0,49.0,118.0,6.0,9.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,159.5,71.0
10042.0,54.5,54.5,44.0,27.5,53.5,55.5,16.5,0.0,0.0,15.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,85.0,58.0
